"activity" "subjectId" "variable" "mean"
"laying" 19 "tBodyAcc-std()-Z" -0.563379417093972
"laying" 19 "tBodyGyroJerkMag-mean()" -0.598923600520567
"laying" 19 "tBodyGyroJerkMag-std()" -0.653554118557801
"laying" 19 "tBodyGyroJerk-mean()-X" -0.0869042168156028
"laying" 19 "tBodyGyroJerk-mean()-Y" -0.0374993264437234
"laying" 19 "tBodyGyroJerk-mean()-Z" -0.0572815080969149
"laying" 19 "tBodyGyroJerk-std()-X" -0.518143683504965
"laying" 19 "tBodyGyroJerk-std()-Y" -0.653111328633333
"laying" 19 "tBodyGyroJerk-std()-Z" -0.604108473047411
"laying" 19 "tBodyGyroMag-mean()" -0.436124386587234
"laying" 19 "tBodyGyroMag-std()" -0.512127771264184
"laying" 19 "tBodyGyro-mean()-X" -0.0426130632166468
"laying" 19 "tBodyGyro-mean()-Y" -0.0687555371432624
"laying" 19 "tBodyGyro-mean()-Z" 0.089144878148227
"laying" 19 "tBodyGyro-std()-X" -0.544103884670922
"laying" 19 "tBodyGyro-std()-Y" -0.552569791211738
"laying" 19 "tBodyGyro-std()-Z" -0.555552530206028
"laying" 19 "tGravityAccMag-mean()" -0.410877683475496
"laying" 19 "tGravityAccMag-std()" -0.498668963457695
"laying" 19 "tGravityAcc-mean()-X" 0.396641053120567
"laying" 19 "tGravityAcc-mean()-Y" 0.117385170141844
"laying" 19 "tGravityAcc-mean()-Z" 0.205164116944078
"laying" 19 "tGravityAcc-std()-X" -0.952134253546099
"laying" 19 "tGravityAcc-std()-Y" -0.955034903368794
"laying" 19 "tGravityAcc-std()-Z" -0.935134902021277
"laying" 21 "fBodyAccJerk-mean()-X" -0.71641413145049
"laying" 21 "fBodyAccJerk-mean()-Y" -0.678615118728922
"laying" 21 "fBodyAccJerk-mean()-Z" -0.767351986555392
"laying" 21 "fBodyAccJerk-std()-X" -0.709800728388235
"laying" 21 "fBodyAccJerk-std()-Y" -0.674102360655147
"laying" 21 "fBodyAccJerk-std()-Z" -0.794922813673627
"laying" 21 "fBodyAccMag-mean()" -0.658664719514706
"laying" 21 "fBodyAccMag-std()" -0.714345739215931
"laying" 21 "fBodyAcc-mean()-X" -0.693486097144118
"laying" 21 "fBodyAcc-mean()-Y" -0.59377821414902
"laying" 21 "fBodyAcc-mean()-Z" -0.707713799021814
"laying" 21 "fBodyAcc-std()-X" -0.665349663426471
"laying" 21 "fBodyAcc-std()-Y" -0.578748586831863
"laying" 21 "fBodyAcc-std()-Z" -0.675588192778676
"laying" 21 "fBodyBodyAccJerkMag-mean()" -0.679742584809363
"laying" 21 "fBodyBodyAccJerkMag-std()" -0.683725127418382
"laying" 21 "fBodyBodyGyroJerkMag-mean()" -0.826275026053922
"laying" 21 "fBodyBodyGyroJerkMag-std()" -0.834949863259804
"laying" 21 "fBodyBodyGyroMag-mean()" -0.776473060171569
"laying" 21 "fBodyBodyGyroMag-std()" -0.793158526279412
"laying" 21 "fBodyGyro-mean()-X" -0.752040828651961
"laying" 21 "fBodyGyro-mean()-Y" -0.759325714811275
"laying" 21 "fBodyGyro-mean()-Z" -0.709471420465686
"laying" 21 "fBodyGyro-std()-X" -0.811026710110294
"laying" 21 "fBodyGyro-std()-Y" -0.771388318823529
"laying" 21 "fBodyGyro-std()-Z" -0.728319304730637
"laying" 21 "tBodyAccJerkMag-mean()" -0.703461275879657
"laying" 21 "tBodyAccJerkMag-std()" -0.680069218953922
"laying" 21 "tBodyAccJerk-mean()-X" 0.0822207874776961
"laying" 21 "tBodyAccJerk-mean()-Y" 0.00350107553584853
"laying" 21 "tBodyAccJerk-mean()-Z" -0.010659072671299
"laying" 21 "tBodyAccJerk-std()-X" -0.699763344205784
"laying" 21 "tBodyAccJerk-std()-Y" -0.66515912310562
"laying" 21 "tBodyAccJerk-std()-Z" -0.78182390148299
"laying" 21 "tBodyAccMag-mean()" -0.620309259553676
"laying" 21 "tBodyAccMag-std()" -0.6601960145
"laying" 21 "tBodyAcc-mean()-X" 0.277466525522059
"laying" 21 "tBodyAcc-mean()-Y" -0.0176664578561765
"laying" 21 "tBodyAcc-mean()-Z" -0.10877848058848
"laying" 21 "tBodyAcc-std()-X" -0.672323867377451
"laying" 21 "tBodyAcc-std()-Y" -0.565585190336299
"laying" 21 "tBodyAcc-std()-Z" -0.669621813176471
"laying" 21 "tBodyGyroJerkMag-mean()" -0.807817403137255
"laying" 21 "tBodyGyroJerkMag-std()" -0.82408989995098
"laying" 21 "tBodyGyroJerk-mean()-X" -0.100558317889216
"laying" 21 "tBodyGyroJerk-mean()-Y" -0.0408236141863333
"laying" 21 "tBodyGyroJerk-mean()-Z" -0.0533861046416422
"laying" 21 "tBodyGyroJerk-std()-X" -0.792483156720588
"laying" 21 "tBodyGyroJerk-std()-Y" -0.815859336004902
"laying" 21 "tBodyGyroJerk-std()-Z" -0.812017312181373
"laying" 21 "tBodyGyroMag-mean()" -0.693779224517157
"laying" 21 "tBodyGyroMag-std()" -0.761303119652451
"laying" 21 "tBodyGyro-mean()-X" -0.0276346639303578
"laying" 21 "tBodyGyro-mean()-Y" -0.0784719736838971
"laying" 21 "tBodyGyro-mean()-Z" 0.0861212668362745
"laying" 21 "tBodyGyro-std()-X" -0.79617228689951
"laying" 21 "tBodyGyro-std()-Y" -0.765057760637255
"laying" 21 "tBodyGyro-std()-Z" -0.701642028499559
"laying" 21 "tGravityAccMag-mean()" -0.620309259553676
"laying" 21 "tGravityAccMag-std()" -0.6601960145
"laying" 21 "tGravityAcc-mean()-X" 0.645775957808824
"laying" 21 "tGravityAcc-mean()-Y" -0.0750963071446078
"laying" 21 "tGravityAcc-mean()-Z" 0.0321851774362745
"laying" 21 "tGravityAcc-std()-X" -0.965586634460784
"laying" 21 "tGravityAcc-std()-Y" -0.969330818455882
"laying" 21 "tGravityAcc-std()-Z" -0.953093993308823
"laying" 22 "fBodyAccJerk-mean()-X" -0.60425320237352
"laying" 22 "fBodyAccJerk-mean()-Y" -0.574318114038941
"laying" 22 "fBodyAccJerk-mean()-Z" -0.739701808286604
"laying" 22 "fBodyAccJerk-std()-X" -0.602457991412617
"laying" 22 "fBodyAccJerk-std()-Y" -0.576391814080349
"laying" 22 "fBodyAccJerk-std()-Z" -0.780252702647975
"laying" 22 "fBodyAccMag-mean()" -0.574333164853583
"laying" 22 "fBodyAccMag-std()" -0.673896212809346
"laying" 22 "fBodyAcc-mean()-X" -0.594929652065732
"laying" 22 "fBodyAcc-mean()-Y" -0.508172778206231
"laying" 22 "fBodyAcc-mean()-Z" -0.687320961149533
"laying" 22 "fBodyAcc-std()-X" -0.528958812567601
"laying" 22 "fBodyAcc-std()-Y" -0.51558097336324
"laying" 22 "fBodyAcc-std()-Z" -0.665516999699377
"laying" 22 "fBodyBodyAccJerkMag-mean()" -0.585442501515888
"laying" 22 "fBodyBodyAccJerkMag-std()" -0.599286879114019
"laying" 22 "fBodyBodyGyroJerkMag-mean()" -0.830191956697819
"laying" 22 "fBodyBodyGyroJerkMag-std()" -0.835597218255452
"laying" 22 "fBodyBodyGyroMag-mean()" -0.728166770031153
"laying" 22 "fBodyBodyGyroMag-std()" -0.699600086233645
"laying" 22 "fBodyGyro-mean()-X" -0.639575654479751
"laying" 22 "fBodyGyro-mean()-Y" -0.79139974588785
"laying" 22 "fBodyGyro-mean()-Z" -0.643363339819315
"laying" 22 "fBodyGyro-std()-X" -0.714977903442368
"laying" 22 "fBodyGyro-std()-Y" -0.782046079563863
"laying" 22 "fBodyGyro-std()-Z" -0.690679448900312
"laying" 22 "tBodyAccJerkMag-mean()" -0.609772829890966
"laying" 22 "tBodyAccJerkMag-std()" -0.589823140414673
"laying" 22 "tBodyAccJerk-mean()-X" 0.0791031130417757
"laying" 22 "tBodyAccJerk-mean()-Y" 0.0152572466619626
"laying" 22 "tBodyAccJerk-mean()-Z" -0.0072287329753271
"laying" 22 "tBodyAccJerk-std()-X" -0.584963756862305
"laying" 22 "tBodyAccJerk-std()-Y" -0.560470117123364
"laying" 22 "tBodyAccJerk-std()-Z" -0.760468444299065
"laying" 22 "tBodyAccMag-mean()" -0.504099198287601
"laying" 22 "tBodyAccMag-std()" -0.595953853592586
"laying" 22 "tBodyAcc-mean()-X" 0.274767690046106
"laying" 22 "tBodyAcc-mean()-Y" -0.0168273604077383
"laying" 22 "tBodyAcc-mean()-Z" -0.108670376782866
"laying" 22 "tBodyAcc-std()-X" -0.546089975548692
"laying" 22 "tBodyAcc-std()-Y" -0.491188426241526
"laying" 22 "tBodyAcc-std()-Z" -0.65508967878972
"laying" 22 "tBodyGyroJerkMag-mean()" -0.794681311214953
"laying" 22 "tBodyGyroJerkMag-std()" -0.82649344800623
"laying" 22 "tBodyGyroJerk-mean()-X" -0.109257561827445
"laying" 22 "tBodyGyroJerk-mean()-Y" -0.0384616223750156
"laying" 22 "tBodyGyroJerk-mean()-Z" -0.0582144293519003
"laying" 22 "tBodyGyroJerk-std()-X" -0.708898710199377
"laying" 22 "tBodyGyroJerk-std()-Y" -0.859924419844237
"laying" 22 "tBodyGyroJerk-std()-Z" -0.742272774987539
"laying" 22 "tBodyGyroMag-mean()" -0.637666108456075
"laying" 22 "tBodyGyroMag-std()" -0.67637856158162
"laying" 22 "tBodyGyro-mean()-X" -0.00800630644716511
"laying" 22 "tBodyGyro-mean()-Y" -0.0949661116922118
"laying" 22 "tBodyGyro-mean()-Z" 0.0812406584647975
"laying" 22 "tBodyGyro-std()-X" -0.695919202960436
"laying" 22 "tBodyGyro-std()-Y" -0.784052281090343
"laying" 22 "tBodyGyro-std()-Z" -0.654458016208723
"laying" 22 "tGravityAccMag-mean()" -0.504099198287601
"laying" 22 "tGravityAccMag-std()" -0.595953853592586
"laying" 22 "tGravityAcc-mean()-X" 0.609390874922118
"laying" 22 "tGravityAcc-mean()-Y" 0.0315098683115265
"laying" 22 "tGravityAcc-mean()-Z" 0.23588786398215
"laying" 22 "tGravityAcc-std()-X" -0.95850446411215
"laying" 22 "tGravityAcc-std()-Y" -0.957323093436449
"laying" 22 "tGravityAcc-std()-Z" -0.939081026109034
"laying" 23 "fBodyAccJerk-mean()-X" -0.617521836605645
"laying" 23 "fBodyAccJerk-mean()-Y" -0.628231338392742
"laying" 23 "fBodyAccJerk-mean()-Z" -0.578870810235484
"laying" 23 "fBodyAccJerk-std()-X" -0.635054351475538
"laying" 23 "fBodyAccJerk-std()-Y" -0.636977610060753
"laying" 23 "fBodyAccJerk-std()-Z" -0.627540367652688
"laying" 23 "fBodyAccMag-mean()" -0.529029284118011
"laying" 23 "fBodyAccMag-std()" -0.657048917971505
"laying" 23 "fBodyAcc-mean()-X" -0.599080886430645
"laying" 23 "fBodyAcc-mean()-Y" -0.548483208943548
"laying" 23 "fBodyAcc-mean()-Z" -0.49021281618414
"laying" 23 "fBodyAcc-std()-X" -0.633839114436559
"laying" 23 "fBodyAcc-std()-Y" -0.554471679592177
"laying" 23 "fBodyAcc-std()-Z" -0.474767543716048
"laying" 23 "fBodyBodyAccJerkMag-mean()" -0.542663319457527
"laying" 23 "fBodyBodyAccJerkMag-std()" -0.583832309145968
"laying" 23 "fBodyBodyGyroJerkMag-mean()" -0.584111049810215
"laying" 23 "fBodyBodyGyroJerkMag-std()" -0.593735302105376
"laying" 23 "fBodyBodyGyroMag-mean()" -0.534657191683602
"laying" 23 "fBodyBodyGyroMag-std()" -0.632288527203763
"laying" 23 "fBodyGyro-mean()-X" -0.685136501518817
"laying" 23 "fBodyGyro-mean()-Y" -0.497783811010484
"laying" 23 "fBodyGyro-mean()-Z" -0.617685416736559
"laying" 23 "fBodyGyro-std()-X" -0.779197054064516
"laying" 23 "fBodyGyro-std()-Y" -0.50785054741371
"laying" 23 "fBodyGyro-std()-Z" -0.644131036807258
"laying" 23 "tBodyAccJerkMag-mean()" -0.58640067170914
"laying" 23 "tBodyAccJerkMag-std()" -0.55872531418629
"laying" 23 "tBodyAccJerk-mean()-X" 0.0778588215843817
"laying" 23 "tBodyAccJerk-mean()-Y" 0.0200470964972984
"laying" 23 "tBodyAccJerk-mean()-Z" -0.000717680881887096
"laying" 23 "tBodyAccJerk-std()-X" -0.608183751830914
"laying" 23 "tBodyAccJerk-std()-Y" -0.61898123051828
"laying" 23 "tBodyAccJerk-std()-Z" -0.603048769571532
"laying" 23 "tBodyAccMag-mean()" -0.532754757205108
"laying" 23 "tBodyAccMag-std()" -0.56557562579215
"laying" 23 "tBodyAcc-mean()-X" 0.273493254730108
"laying" 23 "tBodyAcc-mean()-Y" -0.019589258786828
"laying" 23 "tBodyAcc-mean()-Z" -0.109093982385242
"laying" 23 "tBodyAcc-std()-X" -0.622594039757258
"laying" 23 "tBodyAcc-std()-Y" -0.532078546615699
"laying" 23 "tBodyAcc-std()-Z" -0.450557203409946
"laying" 23 "tBodyGyroJerkMag-mean()" -0.623412641977151
"laying" 23 "tBodyGyroJerkMag-std()" -0.573942888021613
"laying" 23 "tBodyGyroJerk-mean()-X" -0.0966990737225806
"laying" 23 "tBodyGyroJerk-mean()-Y" -0.0432722741798387
"laying" 23 "tBodyGyroJerk-mean()-Z" -0.0621959093526344
"laying" 23 "tBodyGyroJerk-std()-X" -0.728692138333333
"laying" 23 "tBodyGyroJerk-std()-Y" -0.546043593651882
"laying" 23 "tBodyGyroJerk-std()-Z" -0.740518145887097
"laying" 23 "tBodyGyroMag-mean()" -0.544207964433387
"laying" 23 "tBodyGyroMag-std()" -0.541949073660753
"laying" 23 "tBodyGyro-mean()-X" -0.0220890418013172
"laying" 23 "tBodyGyro-mean()-Y" -0.0825972963754032
"laying" 23 "tBodyGyro-mean()-Z" 0.074694942324328
"laying" 23 "tBodyGyro-std()-X" -0.755738625241935
"laying" 23 "tBodyGyro-std()-Y" -0.500338191139785
"laying" 23 "tBodyGyro-std()-Z" -0.609683451821774
"laying" 23 "tGravityAccMag-mean()" -0.532754757205108
"laying" 23 "tGravityAccMag-std()" -0.56557562579215
"laying" 23 "tGravityAcc-mean()-X" 0.662324737580645
"laying" 23 "tGravityAcc-mean()-Y" 0.0146209197354839
"laying" 23 "tGravityAcc-mean()-Z" 0.0518662466372043
"laying" 23 "tGravityAcc-std()-X" -0.964393040295699
"laying" 23 "tGravityAcc-std()-Y" -0.960318907096774
"laying" 23 "tGravityAcc-std()-Z" -0.934236146612903
"laying" 25 "fBodyAccJerk-mean()-X" -0.804144642836186
"laying" 25 "fBodyAccJerk-mean()-Y" -0.740570312249389
"laying" 25 "fBodyAccJerk-mean()-Z" -0.849504849486553
"laying" 25 "fBodyAccJerk-std()-X" -0.807712525721271
"laying" 25 "fBodyAccJerk-std()-Y" -0.721707668572127
"laying" 25 "fBodyAccJerk-std()-Z" -0.870541516210269
"laying" 25 "fBodyAccMag-mean()" -0.69501971
"laying" 25 "fBodyAccMag-std()" -0.695367928718826
"laying" 25 "fBodyAcc-mean()-X" -0.748416509682152
"laying" 25 "fBodyAcc-mean()-Y" -0.600027697242054
"laying" 25 "fBodyAcc-mean()-Z" -0.738509947579462
"laying" 25 "fBodyAcc-std()-X" -0.705223686579951
"laying" 25 "fBodyAcc-std()-Y" -0.529064652290954
"laying" 25 "fBodyAcc-std()-Z" -0.630224637674572
"laying" 25 "fBodyBodyAccJerkMag-mean()" -0.779190075892421
"laying" 25 "fBodyBodyAccJerkMag-std()" -0.783547229755501
"laying" 25 "fBodyBodyGyroJerkMag-mean()" -0.875970674743276
"laying" 25 "fBodyBodyGyroJerkMag-std()" -0.877714953691932
"laying" 25 "fBodyBodyGyroMag-mean()" -0.754236109755501
"laying" 25 "fBodyBodyGyroMag-std()" -0.697213120366748
"laying" 25 "fBodyGyro-mean()-X" -0.672197763601467
"laying" 25 "fBodyGyro-mean()-Y" -0.81313379207824
"laying" 25 "fBodyGyro-mean()-Z" -0.746832213594132
"laying" 25 "fBodyGyro-std()-X" -0.690398481943765
"laying" 25 "fBodyGyro-std()-Y" -0.723584437530562
"laying" 25 "fBodyGyro-std()-Z" -0.771208929095355
"laying" 25 "tBodyAccJerkMag-mean()" -0.783445354474328
"laying" 25 "tBodyAccJerkMag-std()" -0.780451867848411
"laying" 25 "tBodyAccJerk-mean()-X" 0.0817657442063814
"laying" 25 "tBodyAccJerk-mean()-Y" 0.00638633884442543
"laying" 25 "tBodyAccJerk-mean()-Z" -0.010346171499489
"laying" 25 "tBodyAccJerk-std()-X" -0.79682335007335
"laying" 25 "tBodyAccJerk-std()-Y" -0.722502919364303
"laying" 25 "tBodyAccJerk-std()-Z" -0.860669382640587
"laying" 25 "tBodyAccMag-mean()" -0.583377749713936
"laying" 25 "tBodyAccMag-std()" -0.659015505611247
"laying" 25 "tBodyAcc-mean()-X" 0.275301467772127
"laying" 25 "tBodyAcc-mean()-Y" -0.0193221769314914
"laying" 25 "tBodyAcc-mean()-Z" -0.10962903098044
"laying" 25 "tBodyAcc-std()-X" -0.716264537547677
"laying" 25 "tBodyAcc-std()-Y" -0.531421035602689
"laying" 25 "tBodyAcc-std()-Z" -0.64709556105868
"laying" 25 "tBodyGyroJerkMag-mean()" -0.849630706259169
"laying" 25 "tBodyGyroJerkMag-std()" -0.872776184449878
"laying" 25 "tBodyGyroJerk-mean()-X" -0.108263884562298
"laying" 25 "tBodyGyroJerk-mean()-Y" -0.0389884753435208
"laying" 25 "tBodyGyroJerk-mean()-Z" -0.0555782223647433
"laying" 25 "tBodyGyroJerk-std()-X" -0.768682473178484
"laying" 25 "tBodyGyroJerk-std()-Y" -0.902628080757946
"laying" 25 "tBodyGyroJerk-std()-Z" -0.831848667286064
"laying" 25 "tBodyGyroMag-mean()" -0.625733064258924
"laying" 25 "tBodyGyroMag-std()" -0.68515279467066
"laying" 25 "tBodyGyro-mean()-X" -0.00298151164792176
"laying" 25 "tBodyGyro-mean()-Y" -0.083900354157824
"laying" 25 "tBodyGyro-mean()-Z" 0.0993606079900489
"laying" 25 "tBodyGyro-std()-X" -0.683131970775061
"laying" 25 "tBodyGyro-std()-Y" -0.752261013276284
"laying" 25 "tBodyGyro-std()-Z" -0.74741022
"laying" 25 "tGravityAccMag-mean()" -0.583377749713936
"laying" 25 "tGravityAccMag-std()" -0.659015505611247
"laying" 25 "tGravityAcc-mean()-X" 0.672386622127139
"laying" 25 "tGravityAcc-mean()-Y" 0.0471601427530562
"laying" 25 "tGravityAcc-mean()-Z" 0.239226040930391
"laying" 25 "tGravityAcc-std()-X" -0.950017091344743
"laying" 25 "tGravityAcc-std()-Y" -0.901088770963325
"laying" 25 "tGravityAcc-std()-Z" -0.880682330706602
"laying" 26 "fBodyAccJerk-mean()-X" -0.828885664342105
"laying" 26 "fBodyAccJerk-mean()-Y" -0.813670066978947
"laying" 26 "fBodyAccJerk-mean()-Z" -0.841140613026316
"laying" 26 "fBodyAccJerk-std()-X" -0.823791834118421
"laying" 26 "fBodyAccJerk-std()-Y" -0.81033083655329
"laying" 26 "fBodyAccJerk-std()-Z" -0.851347576776316
"laying" 26 "fBodyAccMag-mean()" -0.797373303203947
"laying" 26 "fBodyAccMag-std()" -0.821611235003289
"laying" 26 "fBodyAcc-mean()-X" -0.798084999106579
"laying" 26 "fBodyAcc-mean()-Y" -0.764578737986842
"laying" 26 "fBodyAcc-mean()-Z" -0.819468786973684
"laying" 26 "fBodyAcc-std()-X" -0.786684494585526
"laying" 26 "fBodyAcc-std()-Y" -0.771916156513158
"laying" 26 "fBodyAcc-std()-Z" -0.826532078684211
"laying" 26 "fBodyBodyAccJerkMag-mean()" -0.811055083907895
"laying" 26 "fBodyBodyAccJerkMag-std()" -0.811299976757237
"laying" 26 "fBodyBodyGyroJerkMag-mean()" -0.895942263092105
"laying" 26 "fBodyBodyGyroJerkMag-std()" -0.900418082960526
"laying" 26 "fBodyBodyGyroMag-mean()" -0.866592854210526
"laying" 26 "fBodyBodyGyroMag-std()" -0.869453256710526
"laying" 26 "fBodyGyro-mean()-X" -0.827882281605263
"laying" 26 "fBodyGyro-mean()-Y" -0.881744655131579
"laying" 26 "fBodyGyro-mean()-Z" -0.808503304736842
"laying" 26 "fBodyGyro-std()-X" -0.870023551125
"laying" 26 "fBodyGyro-std()-Y" -0.88376038868421
"laying" 26 "fBodyGyro-std()-Z" -0.839659688486842
"laying" 26 "tBodyAccJerkMag-mean()" -0.813616303289474
"laying" 26 "tBodyAccJerkMag-std()" -0.810730519598684
"laying" 26 "tBodyAccJerk-mean()-X" 0.0814224740394737
"laying" 26 "tBodyAccJerk-mean()-Y" 0.0121608809678289
"laying" 26 "tBodyAccJerk-mean()-Z" -0.00497434950706579
"laying" 26 "tBodyAccJerk-std()-X" -0.818396768901316
"laying" 26 "tBodyAccJerk-std()-Y" -0.805625271068421
"laying" 26 "tBodyAccJerk-std()-Z" -0.846934171052632
"laying" 26 "tBodyAccMag-mean()" -0.763300536230263
"laying" 26 "tBodyAccMag-std()" -0.791764282506579
"laying" 26 "tBodyAcc-mean()-X" 0.266665086303289
"laying" 26 "tBodyAcc-mean()-Y" -0.0126604564370395
"laying" 26 "tBodyAcc-mean()-Z" -0.103219748046053
"laying" 26 "tBodyAcc-std()-X" -0.789519438953947
"laying" 26 "tBodyAcc-std()-Y" -0.759447176072368
"laying" 26 "tBodyAcc-std()-Z" -0.8142498625
"laying" 26 "tBodyGyroJerkMag-mean()" -0.87854780875
"laying" 26 "tBodyGyroJerkMag-std()" -0.8944923525
"laying" 26 "tBodyGyroJerk-mean()-X" -0.101421019955132
"laying" 26 "tBodyGyroJerk-mean()-Y" -0.0407465479328947
"laying" 26 "tBodyGyroJerk-mean()-Z" -0.0582775581136711
"laying" 26 "tBodyGyroJerk-std()-X" -0.845707352960526
"laying" 26 "tBodyGyroJerk-std()-Y" -0.900085505789474
"laying" 26 "tBodyGyroJerk-std()-Z" -0.860892131447368
"laying" 26 "tBodyGyroMag-mean()" -0.817365100914474
"laying" 26 "tBodyGyroMag-std()" -0.852827576842105
"laying" 26 "tBodyGyro-mean()-X" -0.0244980085046053
"laying" 26 "tBodyGyro-mean()-Y" -0.0812137120125
"laying" 26 "tBodyGyro-mean()-Z" 0.0994417664671053
"laying" 26 "tBodyGyro-std()-X" -0.859708431539474
"laying" 26 "tBodyGyro-std()-Y" -0.881999147828947
"laying" 26 "tBodyGyro-std()-Z" -0.819087657368421
"laying" 26 "tGravityAccMag-mean()" -0.763300536230263
"laying" 26 "tGravityAccMag-std()" -0.791764282506579
"laying" 26 "tGravityAcc-mean()-X" 0.528481106315789
"laying" 26 "tGravityAcc-mean()-Y" 0.181035843730263
"laying" 26 "tGravityAcc-mean()-Z" 0.297372368697368
"laying" 26 "tGravityAcc-std()-X" -0.964082836710526
"laying" 26 "tGravityAcc-std()-Y" -0.968145476513158
"laying" 26 "tGravityAcc-std()-Z" -0.9613159325
"sitting" 11 "fBodyAccJerk-mean()-X" -0.674872244027389
"sitting" 11 "fBodyAccJerk-mean()-Y" -0.630337497896497
"sitting" 11 "fBodyAccJerk-mean()-Z" -0.824589228503185
"sitting" 11 "fBodyAccJerk-std()-X" -0.670286674469745
"sitting" 11 "fBodyAccJerk-std()-Y" -0.607174094924522
"sitting" 11 "fBodyAccJerk-std()-Z" -0.857447076624204
"sitting" 11 "fBodyAccMag-mean()" -0.609395391584395
"sitting" 11 "fBodyAccMag-std()" -0.672661671869427
"sitting" 11 "fBodyAcc-mean()-X" -0.617290238473248
"sitting" 11 "fBodyAcc-mean()-Y" -0.528901169711338
"sitting" 11 "fBodyAcc-mean()-Z" -0.748594813630573
"sitting" 11 "fBodyAcc-std()-X" -0.57690682108535
"sitting" 11 "fBodyAcc-std()-Y" -0.499770978461465
"sitting" 11 "fBodyAcc-std()-Z" -0.650036914427707
"sitting" 11 "fBodyBodyAccJerkMag-mean()" -0.654240627881529
"sitting" 11 "fBodyBodyAccJerkMag-std()" -0.675240275003185
"sitting" 11 "fBodyBodyGyroJerkMag-mean()" -0.86416270955414
"sitting" 11 "fBodyBodyGyroJerkMag-std()" -0.878701849840764
"sitting" 11 "fBodyBodyGyroMag-mean()" -0.756276579840764
"sitting" 11 "fBodyBodyGyroMag-std()" -0.709659078215287
"sitting" 11 "fBodyGyro-mean()-X" -0.708402086047771
"sitting" 11 "fBodyGyro-mean()-Y" -0.775534336847134
"sitting" 11 "fBodyGyro-mean()-Z" -0.707266984681529
"sitting" 11 "fBodyGyro-std()-X" -0.750362055652866
"sitting" 11 "fBodyGyro-std()-Y" -0.668859800442994
"sitting" 11 "fBodyGyro-std()-Z" -0.754643547101911
"sitting" 11 "tBodyAccJerkMag-mean()" -0.677924832601911
"sitting" 11 "tBodyAccJerkMag-std()" -0.662431689321656
"sitting" 11 "tBodyAccJerk-mean()-X" 0.0830004391649682
"sitting" 11 "tBodyAccJerk-mean()-Y" 0.00754575472050955
"sitting" 11 "tBodyAccJerk-mean()-Z" -0.00657436282267516
"sitting" 11 "tBodyAccJerk-std()-X" -0.657387159348408
"sitting" 11 "tBodyAccJerk-std()-Y" -0.606569926348726
"sitting" 11 "tBodyAccJerk-std()-Z" -0.841621374808917
"sitting" 11 "tBodyAccMag-mean()" -0.540084945283758
"sitting" 11 "tBodyAccMag-std()" -0.610737597765605
